cusine,name,voteCount,rating,address,cusine,cost,timing
"Pizza, Fast Food",Haji Sahi Biriyani,Cuisines:,-,"68, Bhupendra Bose Avenue, Shyam Bazar, Kolkata","Pizza, Fast Food",₹200,11:30am – 11pm (Mon-Sun)
"Pizza, Fast Food",Ricky's Corner,Cuisines:,-,"121/1C, Bidhan Sarani, Hatibagan, Kolkata","Pizza, Fast Food",₹300,2pm – 1am (Mon-Sun)
"Biryani, North Indian",Bombay Chowpatty,Cuisines:,-,"375 Spencers, Basement, South City Mall, Prince Anwar Shah Road, Kolkata","Biryani, North Indian",₹500,10am – 10pm (Mon-Sun)
"Biryani, North Indian",Chinese Fast Food Center,Cuisines:,-,"8, Chingrighata Lane, Kankurgachi, Kolkata","Biryani, North Indian",₹300,2pm – 10:30pm (Mon-Sun)
"Fast Food, North Indian, Chinese, Beverages",New Maa Tara Hindu Hotel,Cuisines:,-,"212, Rashbehari Avenue, Gariahat, Kolkata","Fast Food, North Indian, Chinese, Beverages",₹250,"8am – 4:30pm, 6pm – 10pm (Mon-Sun)"
"Fast Food, North Indian, Chinese, Beverages",Agra Chaat Centre,Cuisines:,-,"26, Bartala Street, Bara Bazar, Kolkata","Fast Food, North Indian, Chinese, Beverages",₹150,1pm – 10pm (Mon-Sun)
Fast Food,Madura Shankara,Cuisines:,-,"132 B, Southern Avenue, Kolkata",Fast Food,₹300,8am – 11pm (Mon-Sun)
Fast Food,Indiana,25 votes,3.3,"195, Shah Pur Colony, Opposite Triangular Park, J Block, New Alipore, Kolkata",Fast Food,₹350,11:30am – 11pm (Mon-Sun)
"Fast Food, Burger",Ekdalia RD Exxpress,10 votes,3.4,"23/27, Gariahat Road, Kankulia, Near Dhakuria, Kolkata","Fast Food, Burger",₹400,11am – 10pm (Mon-Sun)
"Fast Food, Burger",Guddu Biryani,49 votes,3.3,"6D, Kustia Road, Picnic Garden, Kolkata","Fast Food, Burger",₹300,11am – 10pm (Mon-Sun)
"Fast Food, Ice Cream, Beverages",Green Chilli,43 votes,3.5,"2/1, Ground Floor, Chowbaga Road, Topsia, Kolkata","Fast Food, Ice Cream, Beverages",₹200,11am – 11pm (Mon-Sun)
"Fast Food, Ice Cream, Beverages",Kin Kini,18 votes,3.3,"90/1/2, Shibpur Road, Bali Howrah, Shibpur, Howrah","Fast Food, Ice Cream, Beverages",₹100,5pm – 10pm (Mon-Sun)
South Indian,Kolkata Street Foods,6 votes,3.2,"481, Near Khela Ghar, Lake Gardens, Kolkata",South Indian,₹200,"8am – 9pm (Mon-Sat),Closed (Sun)"
South Indian,House of Bhukkar's,9 votes,3.2,"179/1, Nabapally More, Rajdanga, Kasba, Kolkata",South Indian,₹600,11am – 11pm (Mon-Sun)
Sandwich,Agarwal Street Cafe,5 votes,3.1,"195, J Block, New Alipore, Kolkata",Sandwich,₹200,11am – 11pm (Mon-Sun)
Sandwich,Shawkib,7 votes,3.2,"65, Picnic Garden Road, Picnic Garden, Kolkata",Sandwich,₹350,"12midnight – 1am, 4pm – 12midnight (Mon-Sun)"
Parsi,Atithi Food Corner,6 votes,3.1,"114, Acharya Prafulla Chandra Road, Sealdah Area, Kolkata",Parsi,₹350,12noon – 9pm (Mon-Sun)
Parsi,Khokababu Hotel & Restaurant,9 votes,3.3,"38B, Ramkanta Bose Street, Shyam Bazar, Kolkata",Parsi,₹300,11am – 10pm (Mon-Sun)
Mishti,Tandoor,13 votes,3.2,"33, Kashinath Chaterjee Lane, Shibpur, Howrah",Mishti,₹300,12noon – 12midnight (Mon-Sun)
Mishti,The Big Way,110 votes,3.4,"183/1, Block G, New Alipore, Kolkata",Mishti,₹600,
"North Indian, Chinese, Mughlai",Anokha Biryani House,59 votes,3.5,"76/2, Beliaghata Main Road, Beliaghata, Kolkata","North Indian, Chinese, Mughlai",₹150,12noon – 10:30pm (Mon-Sun)
"North Indian, Chinese, Mughlai",Gelato Vinto,99 votes,3.7,"Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","North Indian, Chinese, Mughlai",₹200,11am – 11pm (Mon-Sun)
"North Indian, Bengali",Iinsta Food,46 votes,2.9,"6/1A Bijoygarh Main Road, Opposite Mandir, Jadavpur, Kolkata","North Indian, Bengali",₹400,12noon – 4am (Mon-Sun)
"North Indian, Bengali",Roy Dhaba,181 votes,3.5,"5B/1, Jubilee Park, Tollygunge, Kolkata","North Indian, Bengali",₹400,"12noon – 4pm, 6pm – 12midnight (Mon-Sun)"
"Ice Cream, Desserts",GoFo,115 votes,3.7,"1/201, Gariahat Road, Jodhpur Park, Kolkata","Ice Cream, Desserts",₹300,12noon – 10pm (Mon-Sun)
"Ice Cream, Desserts",Hotspot Adda,28 votes,3.4,"1, Topsia Road South, Topsia, Kolkata","Ice Cream, Desserts",₹200,1pm – 11pm (Mon-Sun)
Fast Food,K.C.Gope & Co.,174 votes,3.6,"140 Bidhan Sarani, Hatibagan, Kolkata",Fast Food,₹250,9am – 10pm (Mon-Sun)
Fast Food,"8, Lazy Lane",46 votes,3.7,"210 A, Near Silver Line Eye Hospital, Prince Anwar Shah Road, Kolkata",Fast Food,₹300,"12noon – 10pm (Mon-Sat),12noon – 9pm (Sun)"
"Bakery, Fast Food",Kailash Parbat,9 votes,3.3,"South City Mall, 4th Floor, Prince Anwar Shah Road, Kolkata","Bakery, Fast Food",₹550,10:30am – 10pm (Mon-Sun)
"Bakery, Fast Food",Ruma's Kitchen,59 votes,3.4,"21B, Moni Mukherjee Road, Gariahat, Kolkata","Bakery, Fast Food",₹200,9am – 1am (Mon-Sun)
South Indian,Fire N Fry,33 votes,3.4,"52, South Road, Near Trikon Park, Santoshpur, Kolkata",South Indian,₹300,10am – 2am (Mon-Sun)
South Indian,Wow! Bangali,250 votes,3.3,"F/29, Katjunagar, Ward 93, Prince Anwar Shah Road, Kolkata",South Indian,₹300,"Closed (Mon),11:30am – 4pm, 7pm – 12midnight..."
"Fast Food, Italian, Pizza",Badsha,183 votes,3.5,"6, Aurobindo Sarani, Shobha Bazar, Kolkata","Fast Food, Italian, Pizza",₹500,1pm – 11pm (Mon-Sun)
"Fast Food, Italian, Pizza",Railway Restaurant & Bar,20 votes,3.0,"30, Mukhram Kanoria Road, Digha Bus Stand, Howrah Station Area, Howrah","Fast Food, Italian, Pizza",₹500,11am – 11pm (Mon-Sun)
North Indian,Go Lebanese,1212 votes,3.9,"200, Sarat Bose Road, Southern Avenue, Kolkata",North Indian,₹300,12:30pm – 10:30pm (Mon-Sun)
North Indian,New Shiva Restaurant,Cuisines:,,"112, Netaji Subhas Road, Kadamtala, Howrah",North Indian,₹300,
Bengali,Peiking Chinese Restaurant,31 votes,2.4,"23, Surya Sen Street,  College Street, Kolkata",Bengali,₹250,11am – 10:30pm (Mon-Sun)
Bengali,Moonlight Sonata,115 votes,3.6,"14G, Dhakuria Station Road, Near Ramchandra  High School, Dhakuria, Kolkata",Bengali,₹350,12noon – 10:30pm (Mon-Sun)
"Fast Food, Burger, Pizza, Sandwich",Tasty Corner,626 votes,4.0,"18, Anil Moitra Road, Mandeville Gardens, Ballygunge, Kolkata","Fast Food, Burger, Pizza, Sandwich",₹300,7am – 10pm (Mon-Sun)
"Fast Food, Burger, Pizza, Sandwich",Dilruba Restaurant,211 votes,3.7,"86, Bidhan Sarani, Shyam Bazar, Kolkata","Fast Food, Burger, Pizza, Sandwich",₹300,"3pm – 11pm (Mon-Sat),8am – 11am, 3pm – 11pm (Sun)"
"Lebanese, Salad, Healthy Food, Fast Food, Beverages",Feast,472 votes,3.7,"26A, Bosepukur Petrol Pump, Bosepukur Road, Kasba, Kolkata","Lebanese, Salad, Healthy Food, Fast Food, Beverages",₹700,10:30am – 9:30pm (Mon-Sun)
"Lebanese, Salad, Healthy Food, Fast Food, Beverages",Abar Khaboo,32 votes,2.9,"398, Rajdanga Gold Park, Kasba, Kolkata","Lebanese, Salad, Healthy Food, Fast Food, Beverages",₹300,12noon – 10pm (Mon-Sun)
North Indian,Swissyum Concept Foods,139 votes,4.0,"1/A, Prince Gulam Mohammed Shad Road, Prince Anwar Shah Road, Kolkata",North Indian,₹150,9:30am – 9pm (Mon-Sun)
North Indian,Ghosh Brothers,70 votes,3.7,"P48, C.I.T. Scheme, Scheme VII M, Kankurgachi, Kolkata",North Indian,₹100,8am – 11pm (Mon-Sun)
"Cafe, Beverages, Fast Food",Bedwin,240 votes,3.7,"409, Near Lords More, Lake Gardens, Kolkata","Cafe, Beverages, Fast Food",₹450,11am – 11pm (Mon-Sun)
"Cafe, Beverages, Fast Food",Onam,241 votes,3.8,"P58A, CIT Road, Scheme 6M, Kankurgachi, Kolkata","Cafe, Beverages, Fast Food",₹650,7am – 11pm (Mon-Sun)
Bakery,Veg Cafe,Cuisines:,-,"BA 3, Near Punjab National Bank, Sector 1, Salt Lake, Kolkata",Bakery,₹300,11am – 11:50pm (Mon-Sun)
Bakery,Dumpling Momo,18 votes,3.7,"5/2, Jadapur Central Road, Jadavpur, Kolkata",Bakery,₹200,11am – 10pm (Mon-Sun)
Biryani,Jatha Mashai,Cuisines:,-,"27, B.Garden, Shibpur, Howrah",Biryani,₹100,7am – 12midnight (Mon-Sun)
Biryani,Baking Pleasures,Cuisines:,-,"513A, Block M, New Alipore, Kolkata",Biryani,₹500,9am – 9pm (Mon-Sun)
"Rolls, Chinese, North Indian",Paneeram,Cuisines:,,"95B, Simla Street, Maniktala, Azad Hind Bagh, New Alipore, Kolkata","Rolls, Chinese, North Indian",₹200,
"Rolls, Chinese, North Indian",Masala Disco,Cuisines:,-,"Plot 83-A-H-34, Khudiram Bose Sarani, Belgachia, Shyam Bazar, Kolkata","Rolls, Chinese, North Indian",₹400,11am – 11pm (Mon-Sun)
"Bengali, Chinese, North Indian",Moti Hotel,Cuisines:,-,"425, Grand Trunk Road, Choura Bustee, Shibpur, Howrah","Bengali, Chinese, North Indian",₹300,6am – 12midnight (Mon-Sun)
"Bengali, Chinese, North Indian",Taste N Aroma,Cuisines:,-,"67/43, Hari Pada Dutta Lane, Behind Dhaka Kali Bari, Prince Anwar Shah Road, Kolkata","Bengali, Chinese, North Indian",₹800,11am – 11pm (Mon-Sun)
"Chinese, North Indian, Seafood",AR Foods,Cuisines:,-,"52 Rishi Arbindo, Near Handi Caft Nioh Hospital, Hatibagan, Kolkata","Chinese, North Indian, Seafood",₹150,11am – 9pm (Mon-Sun)
"Chinese, North Indian, Seafood",Lokenath Ashram Sarbat,Cuisines:,-,"170A, Bidhan Sarani, Near Hedua, Hatibagan, Kolkata","Chinese, North Indian, Seafood",₹100,10:30am – 10pm (Mon-Sun)
"Chinese, Momos",D. Kitchen,Cuisines:,,"29, Shivdas Bhaduri Street, Shyam Bazar, Kolkata","Chinese, Momos",₹200,
"Chinese, Momos",Gupta Snacks,Cuisines:,-,"683, Purbachal Road, Kalikapur, Kolkata","Chinese, Momos",₹250,7:30am – 10pm (Mon-Sun)
South Indian,New Royal Biryani,Cuisines:,-,"545, G.T Road, South Howrah, Shibpur, Howrah",South Indian,₹250,11am – 12midnight (Mon-Sun)
South Indian,The Ghosh Sweets,Cuisines:,-,"134/1, M.B Road, Shibpur, Howrah",South Indian,₹100,7am – 11pm (Mon-Sun)
"Chinese, Fast Food",New Tara Maa Sweets,Cuisines:,-,"62/2 Andul Road, Howrah","Chinese, Fast Food",₹150,7am – 10pm (Mon-Sun)
"Chinese, Fast Food",Chocco Hub,Cuisines:,-,"11/64, Balai Mistry Lane, Shibpur, Howrah","Chinese, Fast Food",₹200,8am – 10pm (Mon-Sun)
"Mishti, Street Food",Lakshmi Mistanna Bhandar,Cuisines:,-,"64, Vivekananda Road, Hatibagan, Kolkata","Mishti, Street Food",₹100,8am – 10pm (Mon-Sun)
"Mishti, Street Food",Hajee Saheb Fast Food,Cuisines:,-,"29/1, Phears Lane, Dalhousie BBD Bagh, Kolkata","Mishti, Street Food",₹150,11am – 11pm (Mon-Sun)
"Chinese, North Indian",Gayestri Fast Food,Cuisines:,-,"94/1A, Arobinda Sarani, Dum Dum, Kolkata","Chinese, North Indian",₹150,"8am – 12noon, 3pm – 11pm (Mon-Sun)"
"Chinese, North Indian",Shuswadu Fast Food,Cuisines:,-,"Andul Road, Near B.Garden Gate, Shibpur, Howrah","Chinese, North Indian",₹250,10am – 10pm (Mon-Sun)
"Rolls, Chinese, Biryani, North Indian",New S.Dhaba,Cuisines:,,"90, Kalitala Road, Kalikapur, Kolkata","Rolls, Chinese, Biryani, North Indian",₹400,
"Rolls, Chinese, Biryani, North Indian",Shahi Biriyani House,Cuisines:,-,"75/28, Beliaghata Main Road, Beliaghata, Kolkata","Rolls, Chinese, Biryani, North Indian",₹250,12noon – 10:30pm (Mon-Sun)
"Mishti, South Indian, Chinese",Shayeri's Cakestacy,Cuisines:,-,Delivery Only,"Mishti, South Indian, Chinese",₹250,8am – 12midnight (Mon-Sun)
"Mishti, South Indian, Chinese",The Oventry,Cuisines:,-,"233, B/9, Netaji Subhash Road, Ichapur, Kadamtala, Howrah","Mishti, South Indian, Chinese",₹200,"8am – 9pm (Mon-Sat),8am – 2pm (Sun)"
"North Indian, Biryani",Sandwich & Shake Factory,Cuisines:,-,"3/1, Kumarpara Lane, Liluah, Howrah","North Indian, Biryani",₹300,12noon – 12midnight (Mon-Sun)
"North Indian, Biryani",Ghosh Fast Food Centre,Cuisines:,-,"28A Narkeldanga, North Road, Kankurgachi, Kolkata","North Indian, Biryani",₹200,6pm – 11pm (Mon-Sun)
Chinese,Baba Jalpan,Cuisines:,-,"37/1, Garcha Road, Near Hazra Law College, Ballygunge, Kolkata",Chinese,₹150,"7am – 9:30pm (Mon-Sat),Closed (Sun)"
Chinese,Maharaja Sweets And Snacks,Cuisines:,-,"13/2/1, Acharya Para Lane, Naora, Shibpur, Howrah",Chinese,₹150,7am – 10:30pm (Mon-Sun)
"Chinese, North Indian",Tea Junction,Cuisines:,-,"4th Floor 375, Prince Anwar Shah Road, Prince Anwar Shah Road, Kolkata","Chinese, North Indian",₹200,10:30am – 10pm (Mon-Sun)
"Chinese, North Indian",Maa Tara Restaurant,Cuisines:,-,"6, Beliaghata Main Road, Kulia, Beliaghata, Kolkata","Chinese, North Indian",₹250,10am – 11pm (Mon-Sun)
South Indian,JS Fast Food Center,Cuisines:,,"Chighrighata, Canal South Road, Dhapa, Nowbhanga, Sector 4, Salt Lake, Kolkata",South Indian,₹250,
South Indian,Doraemon Chinese Food,Cuisines:,-,"33/1A, Bikramgarh Bazar, Prince Anwar Shah Road, Kolkata",South Indian,₹350,12noon – 10pm (Mon-Sun)
"Chinese, Bengali",Arambaghs Chicken,Cuisines:,-,"391/123, Prince Anwar Shah Road, Kolkata","Chinese, Bengali",₹150,10am – 10pm (Mon-Sun)
"Chinese, Bengali",Flavors,Cuisines:,-,"Station Road, Beside Bank Of Baroda, Khalisani, Chandannagar, Bara Bazar, Kolkata","Chinese, Bengali",₹200,11am – 10pm (Mon-Sun)
"Cafe, Mexican, Continental, Italian",Bela Alishan,Cuisines:,-,"136, J.N Mukherjee Road, Bali-Howrah Municipal Corporation, GT Road, Howrah","Cafe, Mexican, Continental, Italian",₹250,12noon – 12midnight (Mon-Sun)
"Cafe, Mexican, Continental, Italian",House of Candy,Cuisines:,,"Avani 32, 1st Floor, Jagat Banerjee Ghat Road, Shibpur, Howrah","Cafe, Mexican, Continental, Italian",₹200,
Chinese,Dulal Chandra Ghosh (Grand Sons),Cuisines:,,"Shop 330, Netaji Subhash Road, Kali Babur Bazar, Naora, Shibpur, Howrah",Chinese,₹100,
Chinese,Roy Sweets,Cuisines:,-,"P-53, CIT Road, Scheme VIIM, Kankurgachi",Chinese,₹200,8am – 10pm (Mon-Sun)
"North Indian, Chinese",Ghosh Kitchen,Cuisines:,-,"519, Basani Devi Colony, Sector 4, Bidhan Nagar, Near Sector 1, Salt Lake, Kolkata","North Indian, Chinese",₹250,3pm – 11pm (Mon-Sun)
"North Indian, Chinese",Jeen Mata Fast Food Centre,Cuisines:,,"Flower Valley, Near Jain Hospital, Shibpur, Howrah","North Indian, Chinese",₹100,
"Chinese, Street Food, North Indian",Sunny Dhaba,Cuisines:,-,"4, India Exchange Place, Opposite Jute House, Dalhousie BBD Bagh, Kolkata","Chinese, Street Food, North Indian",₹150,8am – 6pm (Mon-Sun)
"Chinese, Street Food, North Indian",New Zaiqa Biryani,Cuisines:,-,"Bakultaka, Khaldhar, Rani Rukaiya Road, Liluah, Howrah","Chinese, Street Food, North Indian",₹300,12noon – 12midnight (Mon-Sun)
"Bakery, Desserts",Shibsankar Banarasi Pan Bhandar,Cuisines:,-,"201, Bidhan Sarani, Machuabazar, Kolkata","Bakery, Desserts",₹100,8am – 11:30pm (Mon-Sun)
"Bakery, Desserts",Baba Snacks,Cuisines:,-,"448A, Nabapally, Sector 4, Salt Lake, Kolkata","Bakery, Desserts",₹100,7am – 10pm (Mon-Sun)
"Rolls, Chinese",Ghosh Mahasay Sweets,Cuisines:,,"32, Garfa Main Road, Kalikapur, Kolkata","Rolls, Chinese",₹100,
"Rolls, Chinese",PK Chat,Cuisines:,-,"Nagarik More, Shanti Nagar, Liluah, Howrah","Rolls, Chinese",₹100,5pm – 10pm (Mon-Sun)
Mishti,S B Cake Shop,Cuisines:,-,"281/14, Grand Trunk Road, Vivekananda Colony, Liluah, Howrah",Mishti,₹200,"9am – 2:30pm, 4:30pm – 10:30pm (Mon-Sun)"
Mishti,Your Kitchen Away From Home,Cuisines:,-,"Flat 14 A, Tower 1, 375 P.A Shah Road, South City, Prince Anwar Shah Road, Kolkata",Mishti,₹300,12noon – 9pm (Mon-Sun)
Mishti,Young Star Restaurant,Cuisines:,-,"320, G.T. Road, Shibpur, Howrah",Mishti,₹250,11:30am – 10:30pm (Mon-Sun)
Mishti,Murli Haldiram's,Cuisines:,-,"11, DPS Road, Prince Anwar Shah Road, Kolkata",Mishti,₹100,8am – 10pm (Mon-Sun)
"Mishti, Street Food",Aahar A Bahar,Cuisines:,-,"95/2/1, Shibpur, Howrah","Mishti, Street Food",₹300,"10am – 10pm (Mon-Sat),10am – 2pm (Sun)"
"Mishti, Street Food",Bawa Fast Food Corner,Cuisines:,-,"2/3, Garcha 1st Lane, Ballygunge, Kolkata","Mishti, Street Food",₹100,"8am – 12noon, 4:30pm – 7pm (Mon-Sun)"
"Bakery, Desserts",Spoonfuel,Cuisines:,-,"71/3, Canal Circular Lane, Kadapara, Phool Bagan, Kankurgachi, Kolkata","Bakery, Desserts",₹400,10am – 10pm (Mon-Sun)
"Bakery, Desserts",Resham Bakes & Catering,Cuisines:,-,"242b, Acharya Prafulla Chandra Road, Fariapukur, Shyam Bazar, Kolkata","Bakery, Desserts",₹500,12noon – 10pm (Mon-Sun)
Mishti,Aryan Food Plaza,Cuisines:,-,"23 A, Block L, Diamond Harbour Road, Near Alipur Road, New Alipore, Kolkata",Mishti,₹350,9am – 11am (Mon-Sun)
Mishti,Waah kachori,Cuisines:,,"AD/1/A, Rajarhat Road, Chinar Park, Kolkata",Mishti,₹200,
"Chinese, North Indian",Soyaz,8 votes,3.2,"159, 2nd Floor, Shree Ram Dhang Road, Salkia, Near Mannohar School, Liluah, Howrah","Chinese, North Indian",₹450,10am – 10pm (Mon-Sun)
"Chinese, North Indian",Gopal Mistanno Bhander,Cuisines:,-,"83/1, Beliaghata Main Road, Subhas Sarobar Park, Phool Bagan, Beliaghata, Kolkata","Chinese, North Indian",₹100,10am – 10pm (Mon-Sun)
"North Indian, Chinese",Binapani Restaurant,Cuisines:,-,"57, 58, 56, China Bazar, Dalhousie BBD Bagh, Kolkata","North Indian, Chinese",₹250,10am – 10pm (Mon-Sun)
"North Indian, Chinese",Madhur Sweets,Cuisines:,-,"P-280, C.I.T. Road, Scheme - VI M, Kankurgachi, Kolkata","North Indian, Chinese",₹200,11am – 9:30pm (Mon-Sun)
"North Indian, Chinese, Seafood",Delish- A Unit Of Trishna,Cuisines:,,"145, Sreepur Road, Shibpur Mandirtala, Shibpur, Howrah","North Indian, Chinese, Seafood",₹200,
"North Indian, Chinese, Seafood",Krishna Hotel,4 votes,3.0,"38 Dr. Abani Dutta Road, Babudanga, Dobson Road, Howrah","North Indian, Chinese, Seafood",₹100,"12noon – 4pm, 7pm – 11pm (Mon-Sun)"
Desserts,Annapurna Restaurant,7 votes,3.1,"7, Baghbazar Street, Shyam Bazar, Kolkata",Desserts,₹300,10:30am – 11:30pm (Mon-Sun)
Desserts,The Subtle Baker,40 votes,3.4,Delivery Only,Desserts,₹250,10am – 9pm (Mon-Sun)
"Street Food, Fast Food, Beverages",Its Cake Time,Cuisines:,-,Delivery Only,"Street Food, Fast Food, Beverages",₹250,9am – 9pm (Mon-Sun)
"Street Food, Fast Food, Beverages",Haji Fast Food,Cuisines:,-,"70/36, Rabindra Sarani, Harin Bari Lane, Dalhousie BBD Bagh, Kolkata","Street Food, Fast Food, Beverages",₹200,11:30am – 11pm (Mon-Sun)
"Biryani, Fast Food",Rising Bun,Cuisines:,-,"10B, Haramohan Ghosh Lane, Kankurgachi, Kolkata","Biryani, Fast Food",₹300,10am – 8pm (Mon-Sun)
"Biryani, Fast Food",Refresh,Cuisines:,-,"5/F/1, Alipore Road, Block L, New Alipore, Kolkata","Biryani, Fast Food",₹100,12noon – 9pm (Mon-Sun)
Rolls,Krumbs,Cuisines:,-,"3/1/1, Raj Ballav Saha Lane, Naora, Shibpur, Howrah",Rolls,₹200,12noon – 8pm (Mon-Sun)
Rolls,New Ramtanu Sweets,Cuisines:,-,"67/5, Andul Road, Howrah",Rolls,₹100,8am – 11pm (Mon-Sun)
"Biryani, Fast Food",Shivansh Kitchen,Cuisines:,-,"155, Bidhan Sarani, Near Fbb, Hatibagan, Kolkata","Biryani, Fast Food",₹200,11am – 10pm (Mon-Sun)
"Biryani, Fast Food",Kashundi,Cuisines:,-,"6/9, Poddar Nagar, Near South City Mall, Prince Anwar Shah Road, Kolkata","Biryani, Fast Food",₹500,8:30am – 12midnight (Mon-Sun)
Fast Food,Delight,Cuisines:,-,"P-227, CIT Scheme Road, Kankurgachi, Kolkata",Fast Food,₹300,7am – 10pm (Mon-Sun)
Fast Food,Lepchas Food,Cuisines:,-,"14C, Dhakuria Station Road, Near Ram Chandra School, Dhakuria, Kolkata",Fast Food,₹100,12noon – 8pm (Mon-Sun)
"Ice Cream, Desserts",Ishee'z Kitchen,57 votes,3.7,"2/147, Bijoygarh, Golf Green, Kolkata","Ice Cream, Desserts",₹350,11am – 10pm (Mon-Sun)
"Ice Cream, Desserts",Thirsty,Cuisines:,-,"32, Ground Floor, Avani Riverside Mall, Jagat Banerjee Ghat Road, Shibpur, Howrah","Ice Cream, Desserts",₹100,11:30am – 9:30pm (Mon-Sun)
"Fast Food, Chinese",Happy Baking,Cuisines:,-,Delivery Only,"Fast Food, Chinese",₹400,10am – 9pm (Mon-Sun)
"Fast Food, Chinese",Sweet India,Cuisines:,-,"55/2, Natabar Paul Road, Kadamtala Near Adak Auto Stand, Kadamtala, Howrah","Fast Food, Chinese",₹150,6:30am – 10pm (Mon-Sun)
Finger Food,Indian Sweets,Cuisines:,-,"16, Indian Exchange Place, Opposite Writers Building, Dalhousie BBD Bagh, Kolkata",Finger Food,₹100,11:30am – 9pm (Mon-Sun)
Finger Food,Sundaram Sweets,Cuisines:,-,"21, Girish Avenue, Bagh Bazar, Shyam Bazar, Kolkata",Finger Food,₹150,7am – 9pm (Mon-Sun)
"North Indian, South Indian, Chinese, Continental, Beverages",Annapurna Sweets,Cuisines:,-,"P-22, Scheme VII-M, Kankurgachi Rai Bridge, C.I.T Rd, Kankurgachi, Kolkata,","North Indian, South Indian, Chinese, Continental, Beverages",₹150,7am – 10pm (Mon-Sun)
"North Indian, South Indian, Chinese, Continental, Beverages",Kakoli Sweets,Cuisines:,-,"4, South Purvanchal Road, Kalikapur, Kolkata","North Indian, South Indian, Chinese, Continental, Beverages",₹100,7am – 10pm (Mon-Sun)
Bakery,Sristi Fast Food Centre,Cuisines:,-,"82/A, Beadon Street, Shobha Bazar, Kolkata",Bakery,₹100,10am – 10pm (Mon-Sun)
Bakery,Aahar-E-Kolkata,50 votes,3.4,"D/26, Bapuji Nagar, Near Ekta Heights Building, Baghajatin, Kolkata",Bakery,₹350,11am – 11pm (Mon-Sun)
"Biryani, Mughlai, North Indian, Rolls",New Ashirbad Sweets,Cuisines:,-,"49/1, Raja Subodh Chandra Mullick Road, Jadavpur, Kolkata","Biryani, Mughlai, North Indian, Rolls",₹150,3pm – 10pm (Mon-Sun)
"Biryani, Mughlai, North Indian, Rolls",Janta Aahar,Cuisines:,-,"2A, Raja Subodh Chandra Mullick Road, Jadavpur, Kolkata","Biryani, Mughlai, North Indian, Rolls",₹350,12noon – 10pm (Mon-Sun)
Bengali,Bangali Bhoj,Cuisines:,-,"7S, Mahesh Dutta Lane, Near Ahindra Mancha, New Alipore, Kolkata",Bengali,₹200,11am – 11pm (Mon-Sun)
Bengali,The Food Storey,80 votes,3.9,"P 241, Lake Road, Lake Road, Ward 90, Southern Avenue, Kolkata",Bengali,₹900,12:30pm – 10:30pm (Mon-Sun)
"Biryani, Hyderabadi",Haji Biryani 2,6 votes,3.0,"1, Graham Road, Tollygunge, Kolkata","Biryani, Hyderabadi",₹300,9am – 11pm (Mon-Sun)
"Biryani, Hyderabadi",Rajwadi Rasoi,32 votes,3.4,"15, Madhav Ghosh Road, Opposite Lane Of Golabari, Dobson Road, Howrah","Biryani, Hyderabadi",₹300,10am – 11pm (Mon-Sun)
"North Indian, Chinese",Tobaco Multicusine Resturant,52 votes,3.2,"4/1, Near Bus Stop Sighawadi, Kalikapur, Kolkata","North Indian, Chinese",₹500,12noon – 12midnight (Mon-Sun)
